name,num
"DRUG, DISTRIBUTE CLASS C, SUBSQ.OFF. c94C §32B(b)",4
BURN BUILDING CONTENTS c266 §2,4
"BODY, IMPROPER DISPOSITION OF HUMAN c114  §43M",4
"BODY ARMOR, USE IN FELONY c269 §10D",4
"BOAT, LEAVE SCENE OF PROPERTY DAMAGE BY c90B §8(e)(1)",4
"BOAT, LARCENY FROM c266 §20",4
"BOAT, ABANDON c91 §43B",4
"BETTING, TAKE/ALLOW/PRESENT AT c271 §17",4
"BAR--DOG, UNRESTRAINED  Barnstable By-Laws art.XXXIV",4
"BAR--DOG, UNLICENSED  Barnstable By-Laws art.XLVI",4
"A&B TO INTIMIDATE, WITH BODILY INJURY c265 §39(b)",4
"WIRETAP, POSSESS DEVICE FOR c272 §99(C)(5)",5
"WILL, STEAL/DESTROY/CONCEAL c266 §39",5
UTTER FALSE TRAVELLER'S CHECK c267 §10,5
"TITLE, FAIL APPLY FOR MV c90D §4(a)",5
"TAXI FARE, ATTEMPT TO EVADE c159A §16",5
"TAX, EVADE c62C §73(c)",5
"SEXUAL INTERCOURSE, INDUCE CHASTE MINOR c272 §4",5
PHOTOGRAPH SEXUAL OR INTIMATE PARTS OF CHILD  c272 §105(b),5
OUI--DRUGS & SERIOUS INJURY & NEGLIGENT c90 §24L(1),5
"NUMBER PLATE, FAIL RETURN REPOSSESSED MV c90 §6C",5
"MOTOR VEH, REMOVE IMPROPERLY c266 §120D",5
"MOTOR VEH WITH DEFACED VIN, POSSESS/RECV c266 §139(c)",5
"MOTOR VEH THIEF, CONCEAL c266 §28(b)",5
"METHAMPHETAMINE, TRAFFICKING IN  36 GRAMS OR MORE, LESS THAN 100 GRAMS  c94C §32E(b)",5
MDC WAY--SOLICITING FROM PERSONS IN MVS 350 CMR §4.01,5
"MBOAT ID NO., OPERATE WITHOUT c90B §2",5
"MARIHUANA +1 OZ, POSSESS <21 YEARS OF AGE  c94C §34",5
"KIDNAPPING WITH SEXUAL ASSAULT, ARMED c265 §26",5
"INSURANCE CERTIFICATE, FALSE MV c90 §34B",5
HUNT FROM VEHICLE/BOAT c131 §65,5
"HARMFUL SUBSTANCE, PEDDLE c270 §3",5
"FIREARMS, TRAFFICKING IN 3-9 c269 §10E(2)",5
"FIREARM, CARRY WITHOUT LICENSE LOADED, 3RD OFF. c269 §10(a), (d)&(n)",5
ESCAPE FROM MUNICIPAL LOCKUP c268 §15A,5
"DRUG, OBTAIN BY FRAUD, SUBSQ.OFF. c94C §33(c)",5
"DRUG, DISPENSE W/O PRESCRIPTION c94C §25(1)",5
"DOG ORDER, DISOBEY c140 §157",5
CIVIL RIGHTS VIOLATION WITH INJURY c265 §37,5
"CHURCH/SYNAGOGUE, INJURY UNDER $5000 TO c266 §127A",5
"BURN MOTOR VEHICLE, ATTEMPT TO c266 §5A",5
"BURGLARY, FIREARM-ARMED c266 §14",5
"BAR-BURGLAR ALARM, UNREGISTERED  Barnstable General Ordinances §17-4(A)",5
ASSAULT WITH HYPODERMIC c.265§15C(a),5
"A&B ON POLICE OFFICER, SERIOUS BODILY INJURY c265 §13D",5
"USED CAR SALES, UNLICENSED c140 §68",6
"UNLICENSED OPERATOR, EMPLOY, SUBSQ. OFF. c90 §12(a)",6
"TITLE, FALSE MV c90D §32(a)",6
STRANGULATION OR SUFFOCATION SUBSEQUENT OFFENSE c265 §15D(c),6
SHOPLIFTING BY CONTAINER SWITCHING c266 §30A,6
SHELLFISH LICENSED GROUNDS VIOL c130 §68,6
SHELLFISH IN CONTAMINATED AREA AT NIGHT c130 §75,6
"RIFLE/SHOTGUN ON WAY, CARRY UNLOADED c269 §12D(b)",6
"RAILROAD/RAILWAY STATION, LOITER IN c161 §95",6
OUI-DRUGS & SERIOUS INJURY c90 §24L(2),6
OUI-DRUGS & SERIOUS INJURY & RECKLESS c90 §24L(1),6
OUI--LIQUOR c90 §24(1)(a)(1),6
"OUI--LIQUOR OR .08%, 5TH OFFENSE c90 §24(1)(a)(1)",6
MOTOR VEH HOMICIDE BY RECKLESS OP c90 §24G(b),6
"MONEY LAUNDERING, TRANSACTION c267A §2",6
"MONEY LAUNDERING, POSSESS OR TRANSP MONETARY INSTRUMENT c267A §2",6
"LICENSE, ALLOW ANOTHER TO USE c90 §24(2)(a)",6
"KIDNAPPING WITH SERIOUS BODILY INJURY, ARMED c265 §26",6
JUNIOR OPERATOR OP 12:30-5 AM W/O PARENT c90 §10,6
"INCENDIARY DEVICE, CHEM/BIO/NUCLEAR WEAPON, POSSESS c266 §102(a)",6
"IGNITION INTERLOCK, PERMIT OPERATION WITHOUT c90 §12(c)",6
"HIRING VEHICLE, FRAUD IN c266 §64",6
"FIREFIGHTER, INJURE c265 §13D½",6
"FIREARMS, TRAFFICKING IN 1-2 c269 §10E(1)",6
"FIREARM, FAIL REPORT UNAUTHORIZED c140 §128B",6
"FIREARM, CARRY WITHOUT LICENSE, 4TH OFF. c269 §10(a) & (d)",6
"FIREARM ON WAY, CARRY LOADED LARGE CAPACITY c269 §12D(a)",6
FIRE PREVENTION REGULATIONS VIOLATION c148 §10B,6
"CHILD, PERMIT SUBSTANTIAL INJURY TO c265 §13J(b)",6
"CHILD IN SEXUAL ACT, POSE/EXHIBIT c272 §29A(b)",6
"CHEMICAL MACE WITHOUT FID CARD, POSSESS c269 §10(h)",6
"BURGLARIOUS INSTRUMENT, MAKE c266 §49",6
BICYCLE VIOLATOR REFUSE IDENTIFY SELF c85 §11E,6
"B&E DAYTIME FOR FELONY, ARMED c266 §18",6
ASSAULT TO MAIM c265 §14,6
"ANIMAL, KILL/MAIM/POISON c266 §112",6
AMMUNITION UNATTENDED c269 § 10(h)(2),6
AIRPORT SECURITY VIOLATION c269 §12F(b),6
"AIRCRAFT OPERATION, INTERFERE WITH c90 §40",6
"ADMISSION TICKET, FORGE c267 §2",6
"A&B, AGGRAVATED c265 §13A(b)",6
WITHHOLD EVIDENCE FROM OFFICIAL PROCEEDING c268 §13E(b),7
"USE MV WITHOUT AUTHORITY, 3RD OFF. c90 §24(2)(a)",7
UNNATURAL ACT c272 §35,7
"STREETWALKER, COMMON c272 §53",7
RMV ID CARD FRAUD c90 §8H,7
PROPERTY DAMAGE TO INTIMIDATE c265 §39(a),7
"METHAMPHETAMINE, POSSESS TO DISTRIB c94C §32A(c)",7
MANSLAUGHTER c265 §13,7
HUNT/FISH ON POSTED PROPERTY c131 §36,7
"HEIGHT, MODIFY MV c90 §7P",7
"HARASSMENT, CRIMINAL, SUBSQ.OFF. c265 §43A(b)",7
FIREARM LICENSE RESTRICTION VIOL c140 §131(a) or (b),7
"ESCAPE FROM PENAL INSTITUTION/COURT, ATT c268 §16",7
ENTER DWELLING FOR FELONY BY FALSE PRETENSES c266 §18A,7
"DRUG LABEL, REMOVE/ALTER c94C §25(4)",7
"DANGEROUS WEAPON ON SCHOOL GROUNDS, CARRY c269 §10(j)",7
CREDIT CARD FRAUD UNDER $250 BY MERCHANT c266 §37B(i),7
"CHILD PORNOGRAPHY, POSSESS, 2ND OFF.  c272 §29C",7
"BUS DRIVER, INTERFERE WITH c159A §31",7
"BURN BUILDING, ATTEMPT TO c266 §5A",7
"BOOKS, FALSIFY/OMIT ENTRY IN c266 §67",7
"B&E DAYTIME FOR FELONY, ARMED, PERSON IN FEAR c266 §17",7
ATTEMPTED LARCENY BY SINGLE SCHEME c266 §30(1) & c274 § 6,7
A&B ON CHILD WITH SUBSTANTIAL INJURY c265 §13J(b),7
UTTERING (Common Law),8
SODOMY c272 §34,8
SHELLFISH IN CONTAMINATED AREA c130 §75,8
"SEXUAL INTERCOURSE, DRUG FOR c272 §3",8
"PHOTOGRAPH OF UNSUSPECTING NUDE PERSON, DISSEMINATE c272 §105(c)",8
"METHAMPHETAMINE, TRAFFICKING IN  100 GRAMS OR MORE, LESS THAN 200 GRAMS  c94C §32E(b)",8
"LIQUOR, PERSON UNDER 21 ATTEMPT PROCURE c138 §34A",8
LEASE MV LESSEE FAIL RETURN MV c90 §32C,8
LARCENY OVER $1200 BY FALSE PRETENSE c266 §34 & §30(1),8
"DANGEROUS WEAPON, CARRY, 3RD OFF. c269 §10(b) & (d)",8
DANGEROUS CONDITION IN ASSEMBLY USE GROUP BLDG c148 §34A,8
CREDIT CARD FRAUD OVER $1200 c266 §37C(e),8
"CONSPIRACY, FIRST  c274 §7",8
"A&B WITH DANGEROUS WEAPON, VIOL OF PROTECTION ORDER c265 §15A (c)(iii)",8
UTTER FALSE ORDER FOR MONEY c267 §5,9
"TRUCK, LARCENY FROM c266 §20B",9
"TRUCK, B&E FOR FELONY c266 §20A",9
"TITLE, FALSE STATEMENT IN APPLIC FOR MV c90D §32(a)",9
"RIOT, FAIL DISPERSE c269 §2",9
"PROSTITUTION, MAINTAIN HOUSE OF c272 §6",9
MOTOR VEH INSPECTION STATION VIOLATION 540 CMR §4.00,9
MOPED OPERATION BY UNLIC -17 c90 §1B,9
"METHAMPHETAMINE, TRAFFICKING IN 200 GRAMS OR MORE  c94C §32E(b)",9
"LIQUOR, SELL/MAKE/STORE/TRANSPORT UNLAW c138 §2",9
"LICENSE, FALSE STATEMENT IN APPLIC FOR c90 §24(2)(a)",9
"FUNERAL PROCESSION, DISTURB c272 §42",9
"FIDUCIARY, EMBEZZLEMENT/MISAPPLICATN BY c266 §57",9
"DRUG, DISTRIBUTE CLASS E, SUBSQ.OFF. c94C §32D(b)",9
DOG TETHERING/CONFINING VIOLATION c140 §174E,9
"BUILDING CODE/ORDER VIOL, SUBSEQUENT c148 §34C",9
"BRO--ALCOHOL IN PUBLIC, DRINK  Brockton Ordinances c14 §12",9
BOAT OUI--LIQUOR OR .08% c90B §8(a),9
"ASSAULT TO MURDER +60, ARMED c265 §18(a)",9
ASSAULT TO MAIM c265 §15,9
"AGGRAVATED ORGANIZED RETAIL CRIME, SERIAL THEFT c266 §30D(c)",9
"ABUSE PREVENTION ORDER VIOL, RETALIATORY c209A §7",9
UNAUTH USE OF CREDIT CARDS; USE OF GOODS OBTAINED THROUGH  c140D §27,10
"TELEPHONE CALLS/ELECTRONIC COMMUNICATIONS, OBSCENE c269 §14A",10
"STRANGULATION OR SUFFOCATION, VIOLATION OF COURT ORDER c265 §15D(c)",10
SHOPLIFTING $100+ BY PRICE TAG TAMPERING c266 §30A,10
"SEXUAL CONDUCT WITH CHILD UNDER 18, PAY FOR c272 §53A(c)",10
"POLICE HORSE/DOG, MISTREAT/INTERFERE c272 §77A",10
"OUI--DRUGS, 3RD OFFENSE c90 §24(1)(a)(1)",10
"MARIHUANA, TRAFFICKING IN 100 POUNDS OR MORE BUT LESS THAN 2,000 POUNDS c94C §32E(a)",10
"INSURANCE CLAIM, PRESENT FALSE c266 §111A",10
"IDENTIFY SELF, REFUSE c40 §21D(c)",10
"GLASS IN BUILDING, BREAK c266 §114",10
EXTORTION BY FALSE REPORT OF CRIME c265 §25,10
ELECTRONIC FUND TRANSFER VIOL OVER $100 c167B §21(c),10
"ELDER/DISABLED, PERMIT INJURY TO c265 §13K(d)",10
"AGGRAVATED ORGANIZED RETAIL CRIME OVER $10,000 c266 §30D(c)",10
"WITNESS/JUROR/POLICE/COURT OFFICIAL, INTIMIDATE AGGRAVATED c268 §13B",11
SHOPLIFTING OF SHOPPING CART c266 §30A,11
"RMV SIGNATURE, FORGE/MISUSE c90 §24B",11
"PROSTITUTION, KEEP HOUSE OF c272 §24",11
"MOTOR VEH, MALICIOUS DAMAGE TO,SUBSQ.OFF c266 §28(a)",11
MARINE FISH--PERMIT VIOLATION 322 CMR §7.00,11
"INDECENT A&B ON CHILD UNDER 14, AGGRAVATED c265 §13B½",11
"HOME IMPROVEMENT CONTRACTOR, UNLICENSED c142A §19",11
"FISH, THROW OVERBOARD UPON INSPECTION c130 §13",11
"FIREARM SURRENDER ORDER, VIOLATE c209A §3C",11
"DUMPSTER, USE OF ANOTHER'S COMMERCIAL c266 §146",11
"DRUG, CAUSE MINOR TO DISTRIBUTE c94C §32K",11
"CREDIT CARD, RECEIVE IMPROP OVER $250 c266 §37C(h)",11
"CREDIT CARD, IMPROPER USE OVER $1200 c266 §37C(d)",11
"COUNTERFEIT DRUG, POSSESS TO DISTRIBUTE c94C §32G",11
"CARJACKING, FIREARM-ARMED c265 §21A",11
"ANIMAL FIGHT, KEEP/PROMOTE c272 §94",11
UTTER WORTHLESS/FALSE NOTE c267 §28,12
UNLAWFUL DISTRIBUTION OF THEFT DETECTION SHEILDING DEVICE c266 §30B(a),12
"TOOLS, LARCENY OF CONSTRUCTION c266 §27",12
"RAPE OF CHILD, STATUTORY c265 §23",12
ORGANIZED RETAIL CRIME c266 §30D(b),12
"LIBRARY MATERIALS OVER $250, LARCENY OF c266 §99A",12
INTIMIDATE TO STEAL FROM DEPOSITORY c265 §21,12
FALSE PRETENSE IN COMMER TRANSACTN +$250 c266 §33(1) & §30(1),12
ESCAPE FROM PENAL INSTITUTION/COURT c268 §16,12
"CREDIT CARD, NON-CARDHOLDER SIGN c266 §37B(e)",12
"COUNTERFEIT DRUG, DISTRIBUTE c94C §32G",12
CONTRIBUTE TO DELINQUENCY OF CHILD c119 §63,12
"CONTEMPT, CRIMINAL (Common Law)",12
ASSAULT TO COMMIT FELONY c265 §29,12
"ABUSE PREVENTION ORDER, VIOL PROBATE CT c208 §34C",12
"TRASH, DUMP FROM MV +7 CU FT c270 §16",13
"SPRINKLER SYSTEM, DISCONNECT c148 §27A",13
PRISONER VANDALIZE PRISON PROPERTY c266 §129,13
"MOTOR VEH VIN, REMOVE/ALTER c266 §139(a)",13
"MBOAT, UNSAFE OPERATION OF c90B §8",13
MBOAT EQUIPMENT VIOLATION c90B §5,13
INDECENT A&B ON PERSON WITH INTELLECTUAL DISABILITY c265 §13F,13
INCEST c272 §17,13
"FIREARM, DISCHARGE NEAR HWAY c131 §58",13
"EXPLOSIVES, SECRETE/THROW/LAUNCH/PLACE c266 §102A",13
"ELDER/DISABLED, PERMIT ABUSE ON c265 §13K(d½)",13
"BUILDING, VANDALIZE c266 §104",13
"BB GUN/AIR RIFLE, DISCHARGE ON WAY c269 §12B",13
ASSAULT TO RAPE CHILD c265 §24B,13
AGGRESSIVE SOLICITATION/(PANHANDLING),13
"UNEMPLOYMENT COMP, FALSE STATEMENT FOR c151A §47",14
PUBLIC ASSISTANCE FRAUD c18 §5B,14
MARINE FISH--STRIPED BASS VIOL 322 CMR §6.07,14
LEAVE SCENE OF PERSONAL INJURY & DEATH c90 §24(2)(a½)(2),14
KIDNAPPNG OF CHILD c265 §26,14
FORGERY OF PROMISSORY NOTE ENDORSEMENT c267 §1,14
"DRUG PARAPHERNALIA, POSSESS TO DISTRIB c94C §32I(a)",14
DISORDERLY CONDUCT ON PUBLIC CONVEYANCE c272 §43,14
"BURGLARY, ARMED & ASSAULT c266 §14",14
"ASSAULT IN DWELLING, FIREARM-ARMED c265 §18A",14
"ANIMAL, IMPORT/EXPORT IMPROP c131 §85",14
"UNLICENSED/SUSPENDED OPERATION OF MV, PERMIT, SUBSQ. OFF. c90 §12(b)",15
SHELLFISH LABELING VIOLATION c130 §82,15
OUI-LIQUOR OR .08% & SERIOUS INJURY & RECKLESS c90 §24L(1),15
"MOTOR VEH THEFT, FALSE REPORT OF c268 ?39",15
"METHAMPHETAMINE, TRAFFICKING IN 18 GRAMS OR MORE, LESS THAN 36 GRAMS  c94C §32E(b)",15
"MARIHUANA, TRAFFICKING IN 50 POUNDS OR MORE BUT LESS THAN 100 POUNDSc94C §32E(a)",15
LARCENY BY CHECK OVER $1200 c266 §37 & §30(1),15
DEER TAGGING VIOLATION c131 §72,15
"CREDIT CARD, POSSESS BLANK c266 §37C(i)",15
"CIGARETTE/MATCH, DROP ON FOREST/FIELD c148 §54",15
"CHILD IN SEXUAL ACT, DISTRIB MATERIAL OF c272 §29B(b)",15
"BREAK INTO DEPOSITORY, ATTEMPT TO c266 §16",15
"ASSAULT, VIOL ABUSE PREVENTION ORDER c265 §13A(b)",15
"SILENCER, SELL/USE/POSSESS FIREARM c269 §10A",16
"RAPE OF CHILD WITH FORCE, AGGRAVATED c265 §22B",16
"MOTOR VEH, TAKING & STEALING PARTS c266 §28(a)",16
"LIQUOR ID CARD/LICENSE, FALSE/MISUSE c138 ?34B",16
HOME IMPROVEMENT CONTRACTOR VIOLATION c142A §19,16
FORGERY OF BANK NOTE c267 §8,16
"FIREARM/LICENSE/FID CARD, FAIL SURRENDER c269 §10(i)",16
"COUNTERFEIT MARK, DISTRIBUTE c266 §147(b)(1)",16
"CHILD IN NUDE, DISTRIB MATERIAL OF c272 §29B(a)",16
STATE SANITARY CODE VIOLATION c111 §127A,17
"RMV SIGNATURE, POSSESS/USE FALSE/STOLEN c90 §24B",17
"PRESCRIPTION, UTTER FALSE, SUBSQ.OFF. c94C §33(c)",17
"LEWDNESS, OPEN AND GROSS, SUBSQ.OFF.  c272 §16",17
INDECENT A&B ON +60/DISABLED c265 §13H,17
"DRUG, FALSE REGIS NUMBER FOR, SUBSQ.OFF. c94C §33(c)",17
"CREDIT CARD, RECEIVE IMPROP UNDER $250 c266 §37B(j)",17
"BOAT LIFE SAVING DEVICE, NO c90B §5A",17
"ASSAULT TO ROB +60, ARMED c265 §18(a)",17
"SHOTGUN, POSSESS SAWED-OFF c269 §10(c)",18
"RIFLE/SHOTGUN, STORE IMPROP NEAR MINOR c140 §131L(a)&(c)",18
LARCENY BY CHECK UNDER $1200 c266 §37 & §30(1),18
"INSURANCE AGENT/BROKER, FRAUD BY c175 §170",18
"FIREARM, CARRY WITHOUT LICENSE, 3RD OFF. c269 §10(a) & (d)",18
"CHILD IN NUDE, LASCIVIOUS POSE/EXHIBIT c272 §29A(a)",18
"PROSTITUTE, SOLICIT FOR c272 §8",19
PRISONER VANDALIZE JAIL/HC PROPERTY c266 §130,19
"MOTOR VEH, LARCENY OF, SUBSQ.OFF. c266 §28(a)",19
LARCENY UNDER $1200 BY SINGLE SCHEME c266 §30(1),19
"GRAVESTONE, VANDALIZE c272 §73",19
"FIREARM TRANSFER/LOSS, OWNER FL REPORT c140 §129C",19
DOG ORDINANCE/BY-LAW VIOLATION c140 §147A,19
BURN BUILDING c266 §2,19
ANIMAL ORDINANCE/BY-LAW VIOLATION c140 §173,19
"MASS PIKE - RIGHT LANE, FAIL KEEP TO *  700 CMR §7.09(13)",20
"INNKEEPER, DEFRAUD, UNDER $100 c140 §12",20
"ENTER AT NIGHT FOR FELONY,PERSON IN FEAR c266 §17",20
"DISTURBING THE PEACE, SUBSQ.OFF. c272 §53",20
"DANGEROUS WEAPON ON SCHOOL GROUNDS,CARRY c269 §10(j)",20
"CHILD, PERMIT INJURY TO c265 §13J(b)",20
"ASSAULT TO ROB, FIREARM-ARMED c265 §18(b)",20
ACCESSORY BEFORE THE FACT c274 §2,20
"OUI-DRUGS, 4th OR GREATER OFFENSE c90 §24(1)(a)(1)",21
"HEROIN, POSSESS, SUBSQ.OFF. c94C §34",21
"FIREARM IN VEHICLE, LEAVE c140 §131C(a)",21
"DOG, FAIL MUZZLE/RESTRAIN c140 §168",21
"DNA DATABASE SAMPLE, REFUSE PROVIDE c22E §11",21
"CREDIT CARD, FALSE STATEMENT TO OBTAIN c266 §37B(a)",21
BICYCLE VIOLATION c85 §11B,21
"RAPE OF CHILD, AGGRAVATED, FIVE YEAR AGE DIFFERENCE c265 §23A",22
RACING MOTOR VEHICLE c90 §24(2)(a),22
"LIQUOR ID CARD/LICENSE, FALSE/MISUSE c138 §34B",22
"FIREFIGHTER, INTERFERE WITH c268 §32A",22
"COUNTERFEIT NOTES, POSSESS 10 c267 §9",22
"CARJACKING, ARMED c265 §21A",22
ATTEMPTED LARCENY BY CHECK c266 §37,22
"DRUG, POSSESS CLASS E, SUBSQ. OFF. c94C §34",23
"DANGEROUS WEAPON, CARRY, 2ND OFF. c269 §10(b) & (d)",23
UNNATURAL ACT WITH CHILD -16 c272 §35A,24
"PRISONER, DELIVER ARTICLE TO c268 §31",24
LARCENY UNDER $1200 BY FALSE PRETENSE c266 §34 & §30(1),24
KIDNAPPING MINOR BY RELATIVE c265 §26A,24
"COCAINE, POSSESS TO DISTRIBUTE, SUBSQ. c94C §32A(d)",24
"COCAINE, DISTRIBUTE, SUBSQ.OFF. c94C §32A(d)",24
"ARSON OF DWELLING HOUSE, ATTEMPTED c266 §5A",24
"USE MV WITHOUT AUTHORITY, 2ND OFF. c90 §24(2)(a)",25
SNOW/REC VEH - NEGLIGENT/RECKLESS OP c90B §26B(a),25
OUI-LIQUOR OR .08% & SERIOUS INJURY c90 §24L(2),25
"MARIJUANA +2 OZ, POSSESS OUTSIDE RESIDENCE c94C §34",25
"INNKEEPER, DEFRAUD, OVER $100 c140 §12",25
A&B TO INTIMIDATE c265 §39(a),25
A&B ON PERSON WITH INTELLECTUAL DISABILITY c265 §13F,25
"ROBBERY +60, UNARMED c265 §19(a)",27
FUGITIVE FROM JUSTICE ON GOV'S WARRANT c276 §19,27
"FIRE CALL BOX, TAMPER WITH c268 §32",27
BURN MOTOR VEHICLE c266 §5,27
FORESTS/PARKS--RULES VIOLATION 304 CMR §12.00,28
"DRUG, POSSESS TO DISTRIB CLASS C, SUBSQ. c94C §32B(b)",28
"BURGLARY, ARMED c266 §14",28
"BAR--ALCOHOL IN PUBLIC, DRINK  Barnstable By-Laws art.XVI",28
"RESTAURANT, DEFRAUD c140 §12",29
"PROSTITUTION, DERIVE SUPPORT FROM c272 §7",29
"NIGHTWALKER, COMMON c272 §53",29
"DRUG, DISTRIBUTE CLASS D, SUBSQ.OFF. c94C §32C(b)",29
"NUMBER PLATE, MISUSE DEALER/REPAIR 540 CMR §18.04(2)",30
A&B ON +60/DISABLED WITH SERIOUS INJURY c265 §13K(c),30
"ROBBERY, FIREARM-ARMED & MASKED c265 §17",31
"COMPUTER SYSTEM, UNAUTHORIZED ACCESS TO c266 §120F",31
BOMB/HIJACK THREAT WITH SERIOUS PUBLIC ALARM c269 §14(c),31
A&B ATTEMPT TO DISARM POLICE OFFICER c265 §13D,31
UTTER PROMISSORY NOTE FALSELY ENDORSED c267 §5,32
SOLICIT FROM PERSONS IN MOTOR VEHICLES c85 §17A,32
PHOTOGRAPH SEXUAL OR INTIMATE PARTS W/OUT CONSENT c272 §105(b),32
"FIREARM IN FELONY, POSSESS LGE CAPACITY c265 §18B",32
"OUI--DRUGS, 2ND OFFENSE c90 §24(1)(a)(1)",33
MDC WATERSHED--NON-MV VIOLATION 350 CMR §11.09,33
"DRUG, POSSESS TO DISTRIB CLASS E, SUBSQ. c94C §32D(b)",33
"CREDIT CARD, RECEIVE IMPROPER c266 §37C(b)",33
"NOXIOUS/FILTHY SUBSTANCE, VANDALIZE WITH c266 §103",34
"FIREARM, CARRY WITHOUT LICENSE LOADED, 2ND OFF. c269 s.10(n)",34
ENTER DWELLING AT NIGHT FOR FELONY c266 §18,34
"DRUG, DISTRIBUTE CLASS B, SUBSQ. OFF. c94C §32A(b)",34
"WIRETAP, UNLAWFUL c272 §99(C)(1)",35
"THIEF, COMMON & NOTORIOUS c266 §40",35
"RECEIVE STOLEN PROPERTY -$1200, SUBSQ. OFF c266 §60",35
"RAILROAD FARE, EVADE c159 §101",35
"EMERGENCY VEHICLE, WILFULLY OBSTRUCT, 3D c89 §7",35
BURN PERSONALTY c266 §5,35
A&B ATTEMPT WITH FIREARM c265 § 15F,35
"PUBLIC ASSEMBLY, DISTURB c272 §40",36
EXTORTION BY THREAT OF INJURY c265 §25,36
ASSAULT ON FAMILY/HOUSEHOLD MEMBER SUBSEQUENTc265 §13M(b),36
MUNICIPAL BY-LAW VIOLATION c85 §10,37
"FIREARM W/DEFACED NO., RECEIVE c269 §11C",37
UNLAWFUL POSSESSION OF THEFT DETECTION SHIELDING DEVICE c266 §30B(b),38
"STRANGULATION OR SUFFOCATION, SERIOUS BODILY INJURY c265 §15D(c)",38
"NUMBER PLATE, TAKE c266 §139",38
"CREDIT CARD, POSSESS COUNTERFEIT PRESS c266 §37C(j)",38
"ASSAULT IN DWELLING, ARMED c265 §18A",38
"A&B WITH DANGEROUS WEAPON, CHILD UNDER 14 c265 §15A(c)(iv)",38
"TAX, FAIL COLLECT OR PAY OVER c62C §73(b)",39
"TAX RETURN, FALSE VERIFIED c62C §73(f)(1)",39
"A&B WITH DANGEROUS WEAPON, PREGNANT VICTIM c265 §15A(c)(ii)",39
VEHICLE FOR HIRE BOS:16,40
OUI-LIQUOR OR .08% & SERIOUS INJURY & NEGLIGENT c90 §24L(1),40
"DESTRUCTION OF PROPERTY +$1200, WANTON c266 §127",41
ATTEMPTED LARCENY c266 §30(1) & c274 § 6,41
A&B TO COLLECT LOAN c265 §13C,41
LARCENY OVER $1200 BY SINGLE SCHEME c266 §30(1),42
FISH/WILDLIFE--HUNT/FISH VIOL 321 CMR §3.00,42
"MOTOR VEH, RECEIVE STOLEN, SUBSQ.OFF. c266 §28(a)",43
ARSON OF DWELLING HOUSE c266 §1,43
MOTOR VEH HOMICIDE BY NEGLIGENT OP c90 §24G(b),44
WITHHOLD EVIDENCE FROM CRIMINAL PROCEEDING c268 §13E(b),45
"POLICE OFFICER, IMPERSONATE c268 §33",45
"OBSCENE MATTER, DISTRIBUTE c272 §29",45
CARJACKING c265 §21A,45
A&B WITH FIREARM c265 § 15E,45
STALKING IN VIOL OF RESTRAINING ORDER c265 §43(b),46
"KIDNAPPING, FIREARM-ARMED c265 §26",46
"GLUE/TOXIC SUBSTANCE, INHALE c270 §18",46
"FIREARM, STORE IMPROP LARGE-CAPACITY NEAR MINOR c140 §131L(a)&(d)",46
"EMERGENCY VEHICLE, WILFULLY OBSTRUCT c89 §7",46
"ASSAULT TO MURDER, FIREARM-ARMED c265 §18(b)",46
SHOPLIFTING $250+ BY CONCEALING MDSE c266 §30A,47
"CREDIT CARD, ALLOW IMPROP USE UNDER $250 c266 §37B(h)",47
"COURT PROCEEDINGS, DISRUPT c268 §13C",47
ASSAULT TO INTIMIDATE c265 §39(a),47
TRAFFICKING OF PERSON FOR SEXUAL SERVITUDE c265 §50(a),48
"CREDIT CARD, IMPROPER USE UNDER $1200 c266 §37B(f)",48
ASSAULT ON AMBULANCE PERSONNEL c265 §13I,49
"AMMUNITION WITHOUT FID CARD, POSSESS, SUBSQ. OFF. c269 §10(h)(1)",49
"LIQUOR, PERSON UNDER 21 PROCURE c138 §34A",50
"IGNITION INTERLOCK, OPERATE WITHOUT c90 §24S(a)",50
"FIREARM W/DEFACED NO., POSSESS IN FELONY c269 §11B",50
"CREDIT CARD, RECEIVE LOST c266 §37B(c)",50
"OUI-LIQUOR OR .08%, 5TH OFFENSE c90 §24(1)(a)(1)",51
"LICENSE, FALSE APPLICATION FOR MV c90 §24B",51
"FIREARM WITHOUT FID CARD, SUBSQ. OFF. c269 s.10(h)(l)",51
"DRUG, POSSESS CLASS C, SUBSQ.OFF. c94C §34",51
"ASSAULT WEAPON, UNLICEN SELL/POSSESS c140 §131M",51
"OUI-DRUGS, 3RD OFFENSE c90 §24(1)(a)(1)",52
"ASSAULT TO ROB, UNARMED c265 §20",52
"TAXI FARE, EVADE c159A §16",54
"FIRE ALARM, FALSE c269 §13",57
"SCHOOL, DISTURB c272 §40",58
REGISTER MV IMPROPERLY TO AVOID TAXES/PREMIUMS c90 §3½(c),58
"HEALTH CARE CLAIM, FALSE c175H §2",58
"TRASH, LITTER FROM MV c270 §16",60
"LICENSE, EXHIBIT ANOTHER'S c90 §23",60
"RECEIVE STOLEN PROPERTY +$250, SUBSQ c266 §60",61
"LICENSE/REGIS/PLATES, REFUSE PRODUCE c90 §25",61
"FIREWORKS, POSSESS UNLAWFUL c148 §39",61
FALSE/SILENT 911 CALL c269 §14B,62
ENTICE CHILD UNDER 16 c265 §26C(b),63
